Number of Records,Year_Wind,Values_Wind,Countries
1,01/01/2006,0.384441327,Greece
1,01/01/2006,0.009729828,Hungary
1,01/01/2006,0,Iceland
1,01/01/2006,0.367093535,Ireland
1,01/01/2006,0.672263203,Italy
1,01/01/2006,0.010408653,Latvia
1,01/01/2006,0.003099968,Lithuania
1,01/01/2006,0.013120786,Luxembourg
1,01/01/2006,0.618636014,Netherlands
1,01/01/2006,0,North Macedonia
1,01/01/2006,0.143910938,Norway
1,01/01/2006,0.057926415,Poland
1,01/01/2006,0.66185455,Portugal
1,01/01/2006,0.000226275,Romania
1,01/01/2006,0.00135765,Slovakia
1,01/01/2006,0,Slovenia
1,01/01/2006,5.271530072,Spain
1,01/01/2006,0.223333484,Sweden
1,01/01/2006,0.003394126,Switzerland
1,01/01/2006,0.029528895,Turkey
1,01/01/2006,0.007919627,Ukraine
1,01/01/2006,0.958501154,United Kingdom
1,01/01/2006,0,Azerbaijan
1,01/01/2006,0.000226275,Belarus
1,01/01/2006,0,Kazakhstan
1,01/01/2006,0.00117663,Russian Federation
1,01/01/2006,0,Turkmenistan
1,01/01/2006,,USSR
1,01/01/2006,0,Uzbekistan
1,01/01/2006,0.028352265,Iran
1,01/01/2006,0,Iraq
1,01/01/2006,0.002262751,Israel
1,01/01/2006,0,Kuwait
1,01/01/2006,0,Oman
1,01/01/2006,0,Qatar
1,01/01/2006,0,Saudi Arabia
1,01/01/2006,0,United Arab Emirates
1,01/01/2006,0,Algeria
1,01/01/2006,0.136910125,Egypt
1,01/01/2006,0.041453591,Morocco
1,01/01/2006,0.002715301,South Africa
1,01/01/2006,0.00108612,Eastern Africa
1,01/01/2006,0.489229307,Australia
1,01/01/2006,0.00036204,Bangladesh
1,01/01/2006,0.839891882,China
1,01/01/2006,0.000157035,China Hong Kong SAR
1,01/01/2006,2.112798117,India
1,01/01/2006,0,Indonesia
1,01/01/2006,0.483097253,Japan
1,01/01/2006,0,Malaysia
1,01/01/2006,0.140792135,New Zealand
1,01/01/2006,0,Pakistan
1,01/01/2006,0.012045753,Philippines
1,01/01/2006,0,Singapore
1,01/01/2006,0.054059601,South Korea
1,01/01/2006,0.000521733,Sri Lanka
1,01/01/2006,0.062468827,Taiwan
1,01/01/2006,2.2627506e-05,Thailand
1,01/01/2006,0,Vietnam
1,01/01/2007,0.673667466,Canada
1,01/01/2007,0.056116215,Mexico
1,01/01/2007,7.87389828,US
1,01/01/2007,0.01393696,Argentina
1,01/01/2007,0.149971,Brazil
1,01/01/2007,0.002534281,Chile
1,01/01/2007,0.011289083,Colombia
1,01/01/2007,0.000217707,Ecuador
1,01/01/2007,0.00027153,Peru
1,01/01/2007,0,Trinidad & Tobago
1,01/01/2007,0,Venezuela
1,01/01/2007,0.460964142,Austria
1,01/01/2007,0.111101054,Belgium
1,01/01/2007,0.010634928,Bulgaria
1,01/01/2007,0.007919627,Croatia
1,01/01/2007,8.055392135e-05,Cyprus
1,01/01/2007,0.028306557,Czech Republic
1,01/01/2007,1.62266371,Denmark
1,01/01/2007,0.02059103,Estonia
1,01/01/2007,0.042630221,Finland
1,01/01/2007,0.920939494,France
1,01/01/2007,8.986061456,Germany
1,01/01/2007,0.411368059,Greece
1,01/01/2007,0.024890257,Hungary
1,01/01/2007,0,Iceland
1,01/01/2007,0.443210177,Ireland
1,01/01/2007,0.912793592,Italy
1,01/01/2007,0.011992578,Latvia
1,01/01/2007,0.024007784,Lithuania
1,01/01/2007,0.014546319,Luxembourg
1,01/01/2007,0.777707381,Netherlands
1,01/01/2007,0,North Macedonia
1,01/01/2007,0.201837353,Norway
1,01/01/2007,0.118115581,Poland
1,01/01/2007,0.913472417,Portugal
1,01/01/2007,0.000678825,Romania
1,01/01/2007,0.0018102,Slovakia
1,01/01/2007,0,Slovenia
1,01/01/2007,6.237950853,Spain
1,01/01/2007,0.323573336,Sweden
1,01/01/2007,0.003620401,Switzerland
1,01/01/2007,0.079445174,Turkey
1,01/01/2007,0.010182378,Ukraine
1,01/01/2007,1.193333371,United Kingdom
1,01/01/2007,0,Azerbaijan
1,01/01/2007,0.000226275,Belarus
1,01/01/2007,0,Kazakhstan
1,01/01/2007,0.001493415,Russian Federation
1,01/01/2007,0,Turkmenistan
1,01/01/2007,,USSR
1,01/01/2007,0,Uzbekistan
1,01/01/2007,0.031882156,Iran
1,01/01/2007,0,Iraq
1,01/01/2007,0.002262751,Israel
1,01/01/2007,0,Kuwait
1,01/01/2007,0,Oman
1,01/01/2007,0,Qatar
1,01/01/2007,0,Saudi Arabia
1,01/01/2007,0,United Arab Emirates
1,01/01/2007,0,Algeria
1,01/01/2007,0.149892828,Egypt
1,01/01/2007,0.063108114,Morocco
1,01/01/2007,0.002715301,South Africa
1,01/01/2007,0.002489026,Eastern Africa
1,01/01/2007,0.645359099,Australia
1,01/01/2007,0.00036204,Bangladesh
1,01/01/2007,1.239827336,China
1,01/01/2007,0.000195728,China Hong Kong SAR
1,01/01/2007,2.643526271,India
1,01/01/2007,4.525501199e-06,Indonesia
1,01/01/2007,0.619993664,Japan
1,01/01/2007,0,Malaysia
1,01/01/2007,0.210408702,New Zealand
1,01/01/2007,0,Pakistan
1,01/01/2007,0.013088202,Philippines
1,01/01/2007,0,Singapore
1,01/01/2007,0.08499819,South Korea
1,01/01/2007,0.000521733,Sri Lanka
1,01/01/2007,0.099455697,Taiwan
1,01/01/2007,9.051002399e-05,Thailand
1,01/01/2007,0,Vietnam
1,01/01/2008,0.848673802,Canada
1,01/01/2008,0.05770014,Mexico
1,01/01/2008,12.653827043,US
1,01/01/2008,0.009492483,Argentina
1,01/01/2008,0.267683396,Brazil
1,01/01/2008,0.008626316,Chile
1,01/01/2008,0.012200336,Colombia
1,01/01/2008,0.000606974,Ecuador
1,01/01/2008,0.00027153,Peru
1,01/01/2008,0,Trinidad & Tobago
1,01/01/2008,0,Venezuela
1,01/01/2008,0.455097391,Austria
1,01/01/2008,0.144137213,Belgium
1,01/01/2008,0.027605557,Bulgaria
1,01/01/2008,0.009051002,Croatia
1,01/01/2008,8.055392135e-05,Cyprus
1,01/01/2008,0.055360682,Czech Republic
1,01/01/2008,1.56758836,Denmark
1,01/01/2008,0.030094583,Estonia
1,01/01/2008,0.058944653,Finland
1,01/01/2008,1.288410191,France
1,01/01/2008,9.180884283,Germany
1,01/01/2008,0.507308684,Greece
1,01/01/2008,0.046386387,Hungary
1,01/01/2008,0,Iceland
1,01/01/2008,0.545423998,Ireland
1,01/01/2008,1.099923066,Italy
1,01/01/2008,0.013123953,Latvia
1,01/01/2008,0.02966466,Lithuania
1,01/01/2008,0.01370978,Luxembourg
1,01/01/2008,0.963554555,Netherlands
1,01/01/2008,0,North Macedonia
1,01/01/2008,0.20658913,Norway
1,01/01/2008,0.189392225,Poland
1,01/01/2008,1.30266552,Portugal
1,01/01/2008,0.001131375,Romania
1,01/01/2008,0.001583925,Slovakia
1,01/01/2008,0,Slovenia
1,01/01/2008,7.454858126,Spain
1,01/01/2008,0.45164502,Sweden
1,01/01/2008,0.004299226,Switzerland
1,01/01/2008,0.191541838,Turkey
1,01/01/2008,0.010182378,Ukraine
1,01/01/2008,1.605930255,United Kingdom
1,01/01/2008,0,Azerbaijan
1,01/01/2008,0.000226275,Belarus
1,01/01/2008,0,Kazakhstan
1,01/01/2008,0.00117663,Russian Federation
1,01/01/2008,0,Turkmenistan
1,01/01/2008,,USSR
1,01/01/2008,0,Uzbekistan
1,01/01/2008,0.044304657,Iran
1,01/01/2008,0,Iraq
1,01/01/2008,0.002036476,Israel
1,01/01/2008,0,Kuwait
1,01/01/2008,0,Oman
1,01/01/2008,0,Qatar
1,01/01/2008,0,Saudi Arabia
1,01/01/2008,0,United Arab Emirates
1,01/01/2008,0,Algeria
1,01/01/2008,0.210393522,Egypt
1,01/01/2008,0.067475223,Morocco
1,01/01/2008,0.004751776,South Africa
1,01/01/2008,0.00363624,Eastern Africa
1,01/01/2008,0.782560981,Australia
1,01/01/2008,0.000656198,Bangladesh
1,01/01/2008,2.964203286,China
1,01/01/2008,0.000182604,China Hong Kong SAR
1,01/01/2008,3.253428067,India
1,01/01/2008,6.788251799e-05,Indonesia
1,01/01/2008,0.666380052,Japan
1,01/01/2008,0,Malaysia
1,01/01/2008,0.239502654,New Zealand
1,01/01/2008,0.002375888,Pakistan
1,01/01/2008,0.013890121,Philippines
1,01/01/2008,0,Singapore
1,01/01/2008,0.098663619,South Korea
1,01/01/2008,0.000733526,Sri Lanka
1,01/01/2008,0.133109736,Taiwan
1,01/01/2008,0.000113138,Thailand
1,01/01/2008,0.000384668,Vietnam
1,01/01/2009,1.487811694,Canada
1,01/01/2009,0.134939761,Mexico
1,01/01/2009,16.887463585,US
1,01/01/2009,0.008334056,Argentina
1,01/01/2009,0.280128524,Brazil
1,01/01/2009,0.017878947,Chile
1,01/01/2009,0.013057839,Colombia
1,01/01/2009,0.00072508,Ecuador
1,01/01/2009,0.00027153,Peru
1,01/01/2009,0,Trinidad & Tobago
1,01/01/2009,0,Venezuela
1,01/01/2009,0.442150556,Austria
1,01/01/2009,0.22536996,Belgium
1,01/01/2009,0.053627189,Bulgaria
1,01/01/2009,0.012218853,Croatia
1,01/01/2009,8.055392135e-05,Cyprus
1,01/01/2009,0.065182378,Czech Republic
1,01/01/2009,1.52068154,Denmark
1,01/01/2009,0.044123637,Estonia
1,01/01/2009,0.062587682,Finland
1,01/01/2009,1.790288274,France
1,01/01/2009,8.745078517,Germany
1,01/01/2009,0.575417477,Greece
1,01/01/2009,0.074897045,Hungary
1,01/01/2009,0,Iceland
1,01/01/2009,0.668812331,Ireland
1,01/01/2009,1.480517717,Italy
1,01/01/2009,0.010861203,Latvia
1,01/01/2009,0.035683577,Lithuania
1,01/01/2009,0.014362131,Luxembourg
1,01/01/2009,1.037093949,Netherlands
1,01/01/2009,0,North Macedonia
1,01/01/2009,0.221070734,Norway
1,01/01/2009,0.24369824,Poland
1,01/01/2009,1.714486129,Portugal
1,01/01/2009,0.002036476,Romania
1,01/01/2009,0.00135765,Slovakia
1,01/01/2009,0,Slovenia
1,01/01/2009,8.572861258,Spain
1,01/01/2009,0.562293524,Sweden
1,01/01/2009,0.005204326,Switzerland
1,01/01/2009,0.338364936,Turkey
1,01/01/2009,0.009729828,Ukraine
1,01/01/2009,2.100052387,United Kingdom
1,01/01/2009,0.000475178,Azerbaijan
1,01/01/2009,0.000226275,Belarus
1,01/01/2009,0,Kazakhstan
1,01/01/2009,0.000859845,Russian Federation
1,01/01/2009,0,Turkmenistan
1,01/01/2009,,USSR
1,01/01/2009,0,Uzbekistan
1,01/01/2009,0.051183419,Iran
1,01/01/2009,0,Iraq
1,01/01/2009,0.002036476,Israel
1,01/01/2009,0,Kuwait
1,01/01/2009,0,Oman
1,01/01/2009,0,Qatar
1,01/01/2009,0,Saudi Arabia
1,01/01/2009,0,United Arab Emirates
1,01/01/2009,0,Algeria
1,01/01/2009,0.234691121,Egypt
1,01/01/2009,0.088496176,Morocco
1,01/01/2009,0.006788252,South Africa
1,01/01/2009,0.006041544,Eastern Africa
1,01/01/2009,1.004152147,Australia
1,01/01/2009,0.001154003,Bangladesh
1,01/01/2009,6.245191655,China
1,01/01/2009,0.000248676,China Hong Kong SAR
1,01/01/2009,3.681721501,India
1,01/01/2009,0.000837218,Indonesia
1,01/01/2009,0.775513033,Japan
1,01/01/2009,0,Malaysia
1,01/01/2009,0.334086319,New Zealand
1,01/01/2009,0.002375888,Pakistan
1,01/01/2009,0.01457845,Philippines
1,01/01/2009,0,Singapore
1,01/01/2009,0.155078291,South Korea
1,01/01/2009,0.00079229,Sri Lanka
1,01/01/2009,0.177995983,Taiwan
1,01/01/2009,0.000226275,Thailand
1,01/01/2009,0.002624791,Vietnam
1,01/01/2010,1.954326379,Canada
1,01/01/2010,0.280379941,Mexico
1,01/01/2010,21.633780444,US
1,01/01/2010,0.005736436,Argentina
1,01/01/2010,0.492500792,Brazil
1,01/01/2010,0.073613158,Chile
1,01/01/2010,0.008727411,Colombia
1,01/01/2010,0.000777221,Ecuador
1,01/01/2010,0.00027153,Peru
1,01/01/2010,0,Trinidad & Tobago
1,01/01/2010,0,Venezuela
1,01/01/2010,0.467012204,Austria
1,01/01/2010,0.292347377,Belgium
1,01/01/2010,0.154093316,Bulgaria
1,01/01/2010,0.031452233,Croatia
1,01/01/2010,0.007014527,Cyprus
1,01/01/2010,0.075913699,Czech Republic
1,01/01/2010,1.767077482,Denmark
1,01/01/2010,0.062678192,Estonia
1,01/01/2010,0.06659275,Finland
1,01/01/2010,2.250305471,France
1,01/01/2010,8.722224736,Germany
1,01/01/2010,0.614110513,Greece
1,01/01/2010,0.119246957,Hungary
1,01/01/2010,0,Iceland
1,01/01/2010,0.637001784,Ireland
1,01/01/2010,2.06496357,Italy
1,01/01/2010,0.011087478,Latvia
1,01/01/2010,0.050685613,Lithuania
1,01/01/2010,0.012463909,Luxembourg
1,01/01/2010,0.903528986,Netherlands
1,01/01/2010,0,North Macedonia
1,01/01/2010,0.198895778,Norway
1,01/01/2010,0.3765217,Poland
1,01/01/2010,2.077657601,Portugal
1,01/01/2010,0.069240168,Romania
1,01/01/2010,0.00135765,Slovakia
1,01/01/2010,0,Slovenia
1,01/01/2010,9.884001756,Spain
1,01/01/2010,0.79241526,Sweden
1,01/01/2010,0.008372177,Switzerland
1,01/01/2010,0.659915373,Turkey
1,01/01/2010,0.011313753,Ukraine
1,01/01/2010,2.327384837,United Kingdom
1,01/01/2010,0.000113138,Azerbaijan
1,01/01/2010,0.000226275,Belarus
1,01/01/2010,0,Kazakhstan
1,01/01/2010,0.000947187,Russian Federation
1,01/01/2010,0,Turkmenistan
1,01/01/2010,,USSR
1,01/01/2010,0,Uzbekistan
1,01/01/2010,0.04726886,Iran
1,01/01/2010,0,Iraq
1,01/01/2010,0.0018102,Israel
1,01/01/2010,0,Kuwait
1,01/01/2010,0,Oman
1,01/01/2010,0,Qatar
1,01/01/2010,0,Saudi Arabia
1,01/01/2010,0,United Arab Emirates
1,01/01/2010,0,Algeria
1,01/01/2010,0.318854015,Egypt
1,01/01/2010,0.14907001,Morocco
1,01/01/2010,0.007693352,South Africa
1,01/01/2010,0.00864597,Eastern Africa
1,01/01/2010,1.127981174,Australia
1,01/01/2010,0.001154003,Bangladesh
1,01/01/2010,10.096845726,China
1,01/01/2010,0.000235552,China Hong Kong SAR
1,01/01/2010,4.402498077,India
1,01/01/2010,0.000821378,Indonesia
1,01/01/2010,0.888294579,Japan
1,01/01/2010,0,Malaysia
1,01/01/2010,0.37044962,New Zealand
1,01/01/2010,0.002375888,Pakistan
1,01/01/2010,0.013965018,Philippines
1,01/01/2010,0,Singapore
1,01/01/2010,0.18485541,South Korea
1,01/01/2010,0.01202911,Sri Lanka
1,01/01/2010,0.232234646,Taiwan
1,01/01/2010,0.000882473,Thailand
1,01/01/2010,0.009209395,Vietnam
1,01/01/2011,2.305199801,Canada
1,01/01/2011,0.372974021,Mexico
1,01/01/2011,27.467643581,US
1,01/01/2011,0.006016778,Argentina
1,01/01/2011,0.612021768,Brazil
1,01/01/2011,0.076389474,Chile
1,01/01/2011,0.009338812,Colombia
1,01/01/2011,0.000756815,Ecuador
1,01/01/2011,0.00027153,Peru
1,01/01/2011,0,Trinidad & Tobago
1,01/01/2011,0,Venezuela
1,01/01/2011,0.438121998,Austria
1,01/01/2011,0.523147939,Belgium
1,01/01/2011,0.194822827,Bulgaria
1,01/01/2011,0.045481287,Croatia
1,01/01/2011,0.025795357,Cyprus
1,01/01/2011,0.089785944,Czech Republic
1,01/01/2011,2.21165392,Denmark
1,01/01/2011,0.083269222,Estonia
1,01/01/2011,0.108928814,Finland
1,01/01/2011,2.727067023,France
1,01/01/2011,11.281395665,Germany
1,01/01/2011,0.750101824,Greece
1,01/01/2011,0.141648188,Hungary
1,01/01/2011,1.795718876e-06,Iceland
1,01/01/2011,0.99133438,Ireland
1,01/01/2011,2.230257501,Italy
1,01/01/2011,0.016065529,Latvia
1,01/01/2011,0.107480653,Lithuania
1,01/01/2011,0.014492918,Luxembourg
1,01/01/2011,1.154041499,Netherlands
1,01/01/2011,0,North Macedonia
1,01/01/2011,0.290310902,Norway
1,01/01/2011,0.725211567,Poland
1,01/01/2011,2.073132099,Portugal
1,01/01/2011,0.313843508,Romania
1,01/01/2011,0.001131375,Slovakia
1,01/01/2011,0,Slovenia
1,01/01/2011,9.601529619,Spain
1,01/01/2011,1.375299814,Sweden
1,01/01/2011,0.015839254,Switzerland
1,01/01/2011,1.068900756,Turkey
1,01/01/2011,0.02013848,Ukraine
1,01/01/2011,3.61202168,United Kingdom
1,01/01/2011,0,Azerbaijan
1,01/01/2011,0.0009051,Belarus
1,01/01/2011,3.326243381e-05,Kazakhstan
1,01/01/2011,0.001220075,Russian Federation
1,01/01/2011,0,Turkmenistan
1,01/01/2011,,USSR
1,01/01/2011,0,Uzbekistan
1,01/01/2011,0.048309725,Iran
1,01/01/2011,0,Iraq
1,01/01/2011,0.001583925,Israel
1,01/01/2011,0,Kuwait
1,01/01/2011,0,Oman
1,01/01/2011,0,Qatar
1,01/01/2011,0,Saudi Arabia
1,01/01/2011,0,United Arab Emirates
1,01/01/2011,0,Algeria
1,01/01/2011,0.372402122,Egypt
1,01/01/2011,0.156627597,Morocco
1,01/01/2011,0.008372177,South Africa
1,01/01/2011,0.007722768,Eastern Africa
1,01/01/2011,1.455401186,Australia
1,01/01/2011,0.001154003,Bangladesh
1,01/01/2011,15.914151242,China
1,01/01/2011,0.000196407,China Hong Kong SAR
1,01/01/2011,5.419808119,India
1,01/01/2011,0.001063493,Indonesia
1,01/01/2011,1.00896977,Japan
1,01/01/2011,0,Malaysia
1,01/01/2011,0.442869958,New Zealand
1,01/01/2011,0.002375888,Pakistan
1,01/01/2011,0.019958365,Philippines
1,01/01/2011,0,Singapore
1,01/01/2011,0.195249129,South Korea
1,01/01/2011,0.020731422,Sri Lanka
1,01/01/2011,0.337755503,Taiwan
1,01/01/2011,0.001131375,Thailand
1,01/01/2011,0.009209395,Vietnam
1,01/01/2012,2.559261438,Canada
1,01/01/2012,0.834572629,Mexico
1,01/01/2012,32.186302314,US
1,01/01/2012,0.083690546,Argentina
1,01/01/2012,1.142689053,Brazil
1,01/01/2012,0.092407895,Chile
1,01/01/2012,0.012412253,Colombia
1,01/01/2012,0.000542691,Ecuador
1,01/01/2012,0.00027153,Peru
1,01/01/2012,0,Trinidad & Tobago
1,01/01/2012,0,Venezuela
1,01/01/2012,0.557095764,Austria
1,01/01/2012,0.62248269,Belgium
1,01/01/2012,0.276281848,Bulgaria
1,01/01/2012,0.074444495,Croatia
1,01/01/2012,0.041860886,Cyprus
1,01/01/2012,0.094424583,Czech Republic
1,01/01/2012,2.323831038,Denmark
1,01/01/2012,0.098203376,Estonia
1,01/01/2012,0.111847762,Finland
1,01/01/2012,3.374439969,France
1,01/01/2012,11.693895099,Germany
1,01/01/2012,0.871158981,Greece
1,01/01/2012,0.174499027,Hungary
1,01/01/2012,0,Iceland
1,01/01/2012,0.907634548,Ireland
1,01/01/2012,3.033692356,Italy
1,01/01/2012,0.024437706,Latvia
1,01/01/2012,0.12221116,Lithuania
1,01/01/2012,0.017528624,Luxembourg
1,01/01/2012,1.127263656,Netherlands
1,01/01/2012,0,North Macedonia
1,01/01/2012,0.350273793,Norway
1,01/01/2012,1.07412771,Poland
1,01/01/2012,2.321582115,Portugal
1,01/01/2012,0.597366158,Romania
1,01/01/2012,0.00135765,Slovakia
1,01/01/2012,0,Slovenia
1,01/01/2012,11.194279766,Spain
1,01/01/2012,1.621260805,Sweden
1,01/01/2012,0.019912205,Switzerland
1,01/01/2012,1.326141558,Turkey
1,01/01/2012,0.065167217,Ukraine
1,01/01/2012,4.490908262,United Kingdom
1,01/01/2012,0,Azerbaijan
1,01/01/2012,0.00135765,Belarus
1,01/01/2012,0.000603023,Kazakhstan
1,01/01/2012,0.00118817,Russian Federation
1,01/01/2012,0,Turkmenistan
1,01/01/2012,,USSR
1,01/01/2012,0,Uzbekistan
1,01/01/2012,0.046227995,Iran
1,01/01/2012,0,Iraq
1,01/01/2012,0.00135765,Israel
1,01/01/2012,0,Kuwait
1,01/01/2012,0,Oman
1,01/01/2012,0,Qatar
1,01/01/2012,0,Saudi Arabia
1,01/01/2012,0,United Arab Emirates
1,01/01/2012,0,Algeria
1,01/01/2012,0.403290954,Egypt
1,01/01/2012,0.164728244,Morocco
1,01/01/2012,0.008372177,South Africa
1,01/01/2012,0.034851835,Eastern Africa
1,01/01/2012,1.747974838,Australia
1,01/01/2012,0.001154003,Bangladesh
1,01/01/2012,21.717427705,China
1,01/01/2012,0.000238268,China Hong Kong SAR
1,01/01/2012,6.20731321,India
1,01/01/2012,0.001040865,Indonesia
1,01/01/2012,1.069696565,Japan
1,01/01/2012,0,Malaysia
1,01/01/2012,0.470471849,New Zealand
1,01/01/2012,0.022265466,Pakistan
1,01/01/2012,0.017047337,Philippines
1,01/01/2012,0,Singapore
1,01/01/2012,0.206534824,South Korea
1,01/01/2012,0.033218932,Sri Lanka
1,01/01/2012,0.319832666,Taiwan
1,01/01/2012,0.003891931,Thailand
1,01/01/2012,0.009209395,Vietnam
1,01/01/2013,4.064488392,Canada
1,01/01/2013,0.946857919,Mexico
1,01/01/2013,38.361564004,US
1,01/01/2013,0.102582902,Argentina
1,01/01/2013,1.487953735,Brazil
1,01/01/2013,0.123337006,Chile
1,01/01/2013,0.013039056,Colombia
1,01/01/2013,0.012830469,Ecuador
1,01/01/2013,0.00027153,Peru
1,01/01/2013,0,Trinidad & Tobago
1,01/01/2013,0,Venezuela
1,01/01/2013,0.713497661,Austria
1,01/01/2013,0.829298095,Belgium
1,01/01/2013,0.310901932,Bulgaria
1,01/01/2013,0.116984206,Croatia
1,01/01/2013,0.052269539,Cyprus
1,01/01/2013,0.108227361,Czech Republic
1,01/01/2013,2.516919718,Denmark
1,01/01/2013,0.119699507,Estonia
1,01/01/2013,0.175069014,Finland
1,01/01/2013,3.627868036,France
1,01/01/2013,11.933067837,Germany
1,01/01/2013,0.936552473,Greece
1,01/01/2013,0.162443997,Hungary
1,01/01/2013,0.001241062,Iceland
1,01/01/2013,1.027816435,Ireland
1,01/01/2013,3.370819568,Italy
1,01/01/2013,0.026926732,Latvia
1,01/01/2013,0.136375979,Lithuania
1,01/01/2013,0.018786939,Luxembourg
1,01/01/2013,1.273283251,Netherlands
1,01/01/2013,0,North Macedonia
1,01/01/2013,0.425623388,Norway
1,01/01/2013,1.35855546,Poland
1,01/01/2013,2.718604587,Portugal
1,01/01/2013,1.022763271,Romania
1,01/01/2013,0.00135765,Slovakia
1,01/01/2013,0.0009051,Slovenia
1,01/01/2013,12.618710661,Spain
1,01/01/2013,2.22699914,Sweden
1,01/01/2013,0.020364755,Switzerland
1,01/01/2013,1.710062452,Turkey
1,01/01/2013,0.144589763,Ukraine
1,01/01/2013,6.42556721,United Kingdom
1,01/01/2013,0.00018102,Azerbaijan
1,01/01/2013,0.0018102,Belarus
1,01/01/2013,0.001029257,Kazakhstan
1,01/01/2013,0.001012128,Russian Federation
1,01/01/2013,0,Turkmenistan
1,01/01/2013,,USSR
1,01/01/2013,0,Uzbekistan
1,01/01/2013,0.04781192,Iran
1,01/01/2013,0,Iraq
1,01/01/2013,0.00135765,Israel
1,01/01/2013,0,Kuwait
1,01/01/2013,0,Oman
1,01/01/2013,0,Qatar
1,01/01/2013,0,Saudi Arabia
1,01/01/2013,0.000339413,United Arab Emirates
1,01/01/2013,0,Algeria
1,01/01/2013,0.349124361,Egypt
1,01/01/2013,0.27490157,Morocco
1,01/01/2013,0.008372177,South Africa
1,01/01/2013,0.071210594,Eastern Africa
1,01/01/2013,2.09508078,Australia
1,01/01/2013,0.001154003,Bangladesh
1,01/01/2013,31.949359642,China
1,01/01/2013,0.000189166,China Hong Kong SAR
1,01/01/2013,6.789926234,India
1,01/01/2013,2.2627506e-05,Indonesia
1,01/01/2013,1.161508139,Japan
1,01/01/2013,0,Malaysia
1,01/01/2013,0.457498692,New Zealand
1,01/01/2013,0.059578223,Pakistan
1,01/01/2013,0.014856089,Philippines
1,01/01/2013,0,Singapore
1,01/01/2013,0.259804272,South Korea
1,01/01/2013,0.053079999,Sri Lanka
1,01/01/2013,0.371092821,Taiwan
1,01/01/2013,0.079490429,Thailand
1,01/01/2013,0.015590352,Vietnam
1,01/01/2014,5.099787301,Canada
1,01/01/2014,1.454088036,Mexico
1,01/01/2014,41.519252351,US
1,01/01/2014,0.140175363,Argentina
1,01/01/2014,2.762875428,Brazil
1,01/01/2014,0.326542105,Chile
1,01/01/2014,0.015891365,Colombia
1,01/01/2014,0.018043731,Ecuador
1,01/01/2014,0.058265828,Peru
1,01/01/2014,0,Trinidad & Tobago
1,01/01/2014,0,Venezuela
1,01/01/2014,0.870201393,Austria
1,01/01/2014,1.044259402,Belgium
1,01/01/2014,0.301172105,Bulgaria
1,01/01/2014,0.165180794,Croatia
1,01/01/2014,0.041611984,Cyprus
1,01/01/2014,0.107820066,Czech Republic
1,01/01/2014,2.959339,Denmark
1,01/01/2014,0.136670136,Estonia
1,01/01/2014,0.250531746,Finland
1,01/01/2014,3.903018509,France
1,01/01/2014,13.236412183,Germany
1,01/01/2014,0.834728696,Greece
1,01/01/2014,0.148558628,Hungary
1,01/01/2014,0.00189744,Iceland
1,01/01/2014,1.16327699,Ireland
1,01/01/2014,3.434470743,Italy
1,01/01/2014,0.022853781,Latvia
1,01/01/2014,0.144612391,Lithuania
1,01/01/2014,0.018073947,Luxembourg
1,01/01/2014,1.311792098,Netherlands
1,01/01/2014,0.015982486,North Macedonia
1,01/01/2014,0.501651808,Norway
1,01/01/2014,1.73733991,Poland
1,01/01/2014,2.740504194,Portugal
1,01/01/2014,1.068832873,Romania
1,01/01/2014,0.00135765,Slovakia
1,01/01/2014,0.0009051,Slovenia
1,01/01/2014,11.769244694,Spain
1,01/01/2014,2.541974024,Sweden
1,01/01/2014,0.022853781,Switzerland
1,01/01/2014,1.927874825,Turkey
1,01/01/2014,0.255690818,Ukraine
1,01/01/2014,7.231579983,United Kingdom
1,01/01/2014,0.000520433,Azerbaijan
1,01/01/2014,0.002036476,Belarus
1,01/01/2014,0.003001584,Kazakhstan
1,01/01/2014,0.021722406,Russian Federation
1,01/01/2014,0,Turkmenistan
1,01/01/2014,,USSR
1,01/01/2014,0,Uzbekistan
1,01/01/2014,0.044734579,Iran
1,01/01/2014,0,Iraq
1,01/01/2014,0.001335023,Israel
1,01/01/2014,0,Kuwait
1,01/01/2014,0,Oman
1,01/01/2014,0,Qatar
1,01/01/2014,0,Saudi Arabia
1,01/01/2014,0.000339413,United Arab Emirates
1,01/01/2014,0.000226275,Algeria
1,01/01/2014,0.254825716,Egypt
1,01/01/2014,0.43530796,Morocco
1,01/01/2014,0.241209214,South Africa
1,01/01/2014,0.099866385,Eastern Africa
1,01/01/2014,2.212291261,Australia
1,01/01/2014,0.001154003,Bangladesh
1,01/01/2014,35.316558809,China
1,01/01/2014,0.000203648,China Hong Kong SAR
1,01/01/2014,7.570009504,India
1,01/01/2014,0,Indonesia
1,01/01/2014,1.134536727,Japan
1,01/01/2014,0,Malaysia
1,01/01/2014,0.50032779,New Zealand
1,01/01/2014,0.103928135,Pakistan
1,01/01/2014,0.034405575,Philippines
1,01/01/2014,0,Singapore
1,01/01/2014,0.259210979,South Korea
1,01/01/2014,0.061649488,Sri Lanka
1,01/01/2014,0.339522194,Taiwan
1,01/01/2014,0.069036521,Thailand
1,01/01/2014,0.015590352,Vietnam
1,01/01/2015,6.10182172,Canada
1,01/01/2015,1.978796833,Mexico
1,01/01/2015,43.590758469,US
1,01/01/2015,0.134256904,Argentina
1,01/01/2015,4.893357053,Brazil
