Number of Records,Gas_Year,Gas_Values,Countries
1,01/01/2001,20.276225279,Egypt
1,01/01/2001,0.037586,Morocco
1,01/01/2001,1.18908533,South Africa
1,01/01/2001,0.001832964,Eastern Africa
1,01/01/2001,19.062183243,Australia
1,01/01/2001,8.7215898,Bangladesh
1,01/01/2001,23.77108502,China
1,01/01/2001,2.441676636,China Hong Kong SAR
1,01/01/2001,21.863928203,India
1,01/01/2001,29.350462125,Indonesia
1,01/01/2001,66.834383474,Japan
1,01/01/2001,23.826,Malaysia
1,01/01/2001,5.312388002,New Zealand
1,01/01/2001,16.297936371,Pakistan
1,01/01/2001,0.115424216,Philippines
1,01/01/2001,3.745184633,Singapore
1,01/01/2001,18.7083,South Korea
1,01/01/2001,0,Sri Lanka
1,01/01/2001,6.267756193,Taiwan
1,01/01/2001,21.118252765,Thailand
1,01/01/2001,1.65950129,Vietnam
1,01/01/2002,75.207674119,Canada
1,01/01/2002,35.312832688,Mexico
1,01/01/2002,533.199667984,US
1,01/01/2002,25.311758383,Argentina
1,01/01/2002,12.481729973,Brazil
1,01/01/2002,6.894,Chile
1,01/01/2002,5.157937654,Colombia
1,01/01/2002,0.113861316,Ecuador
1,01/01/2002,0.365799656,Peru
1,01/01/2002,9.684202545,Trinidad & Tobago
1,01/01/2002,27.1205546,Venezuela
1,01/01/2002,7.006480604,Austria
1,01/01/2002,13.613521066,Belgium
1,01/01/2002,2.183404987,Bulgaria
1,01/01/2002,2.37033534,Croatia
1,01/01/2002,0,Cyprus
1,01/01/2002,7.762037833,Czech Republic
1,01/01/2002,4.62751121,Denmark
1,01/01/2002,0.596231012,Estonia
1,01/01/2002,3.650902837,Finland
1,01/01/2002,37.484329321,France
1,01/01/2002,75.075475303,Germany
1,01/01/2002,1.78891994,Greece
1,01/01/2002,10.810547435,Hungary
1,01/01/2002,0,Iceland
1,01/01/2002,3.686,Ireland
1,01/01/2002,58.128,Italy
1,01/01/2002,1.297144587,Latvia
1,01/01/2002,2.1704,Lithuania
1,01/01/2002,1.06683147,Luxembourg
1,01/01/2002,35.595203974,Netherlands
1,01/01/2002,0.067510748,North Macedonia
1,01/01/2002,3.603,Norway
1,01/01/2002,10.113198624,Poland
1,01/01/2002,2.69322584,Portugal
1,01/01/2002,13.628740327,Romania
1,01/01/2002,5.867347377,Slovakia
1,01/01/2002,0.819583706,Slovenia
1,01/01/2002,18.74757906,Spain
1,01/01/2002,0.89077816,Sweden
1,01/01/2002,2.237317283,Switzerland
1,01/01/2002,14.307338779,Turkey
1,01/01/2002,60.869771071,Ukraine
1,01/01/2002,85.583963887,United Kingdom
1,01/01/2002,6.523539214,Azerbaijan
1,01/01/2002,13.364385836,Belarus
1,01/01/2002,4.160374463,Kazakhstan
1,01/01/2002,323.882137793,Russian Federation
1,01/01/2002,6.447012038,Turkmenistan
1,01/01/2002,,USSR
1,01/01/2002,43.44077816,Uzbekistan
1,01/01/2002,67.257373968,Iran
1,01/01/2002,1.927773001,Iraq
1,01/01/2002,0.007367007,Israel
1,01/01/2002,7.114789338,Kuwait
1,01/01/2002,7.590867684,Oman
1,01/01/2002,9.848519808,Qatar
1,01/01/2002,46.315563199,Saudi Arabia
1,01/01/2002,30.549441101,United Arab Emirates
1,01/01/2002,16.753127687,Algeria
1,01/01/2002,21.931427343,Egypt
1,01/01/2002,0.04546896,Morocco
1,01/01/2002,1.196869174,South Africa
1,01/01/2002,0.002257504,Eastern Africa
1,01/01/2002,19.617211562,Australia
1,01/01/2002,9.175526801,Bangladesh
1,01/01/2002,25.291117215,China
1,01/01/2002,2.319650475,China Hong Kong SAR
1,01/01/2002,22.832684867,India
1,01/01/2002,31.903221924,Indonesia
1,01/01/2002,65.38782277,Japan
1,01/01/2002,24.152,Malaysia
1,01/01/2002,5.070254161,New Zealand
1,01/01/2002,17.669260533,Pakistan
1,01/01/2002,1.450204681,Philippines
1,01/01/2002,4.047873012,Singapore
1,01/01/2002,20.7891,South Korea
1,01/01/2002,0,Sri Lanka
1,01/01/2002,7.010105668,Taiwan
1,01/01/2002,22.948623976,Thailand
1,01/01/2002,1.991401548,Vietnam
1,01/01/2003,77.201031814,Canada
1,01/01/2003,38.271199221,Mexico
1,01/01/2003,517.79025067,US
1,01/01/2003,28.91577816,Argentina
1,01/01/2003,13.970156483,Brazil
1,01/01/2003,7.4582,Chile
1,01/01/2003,4.944092809,Colombia
1,01/01/2003,0.198697801,Ecuador
1,01/01/2003,0.43283534,Peru
1,01/01/2003,10.389906621,Trinidad & Tobago
1,01/01/2003,24.074496991,Venezuela
1,01/01/2003,7.706768569,Austria
1,01/01/2003,14.502644024,Belgium
1,01/01/2003,2.3072227,Bulgaria
1,01/01/2003,2.356126397,Croatia
1,01/01/2003,0,Cyprus
1,01/01/2003,7.842196905,Czech Republic
1,01/01/2003,4.678347069,Denmark
1,01/01/2003,0.657041177,Estonia
1,01/01/2003,4.041272571,Finland
1,01/01/2003,39.317992261,France
1,01/01/2003,75.986218592,Germany
1,01/01/2003,2.022372666,Greece
1,01/01/2003,11.886046623,Hungary
1,01/01/2003,0,Iceland
1,01/01/2003,3.659,Ireland
1,01/01/2003,64.087,Italy
1,01/01/2003,1.290227567,Latvia
1,01/01/2003,2.3543,Lithuania
1,01/01/2003,1.079922614,Luxembourg
1,01/01/2003,35.841215248,Netherlands
1,01/01/2003,0.060101032,North Macedonia
1,01/01/2003,3.882,Norway
1,01/01/2003,11.260683577,Poland
1,01/01/2003,2.596921316,Portugal
1,01/01/2003,14.729342218,Romania
1,01/01/2003,5.668701634,Slovakia
1,01/01/2003,0.906669561,Slovenia
1,01/01/2003,21.34886328,Spain
1,01/01/2003,0.888263113,Sweden
1,01/01/2003,2.364789338,Switzerland
1,01/01/2003,17.238293207,Turkey
1,01/01/2003,62.090421561,Ukraine
1,01/01/2003,85.820448155,United Kingdom
1,01/01/2003,6.68951978,Azerbaijan
1,01/01/2003,13.139016767,Belarus
1,01/01/2003,4.895774291,Kazakhstan
1,01/01/2003,331.552198185,Russian Federation
1,01/01/2003,9.989144454,Turkmenistan
1,01/01/2003,,USSR
1,01/01/2003,39.162080825,Uzbekistan
1,01/01/2003,69.02557055,Iran
1,01/01/2003,1.274290628,Iraq
1,01/01/2003,0.006690921,Israel
1,01/01/2003,8.168529665,Kuwait
1,01/01/2003,8.189677627,Oman
1,01/01/2003,11.240908061,Qatar
1,01/01/2003,49.060189166,Saudi Arabia
1,01/01/2003,31.756663801,United Arab Emirates
1,01/01/2003,17.706937876,Algeria
1,01/01/2003,24.579750645,Egypt
1,01/01/2003,0.04357442,Morocco
1,01/01/2003,0.905007556,South Africa
1,01/01/2003,0.002542163,Eastern Africa
1,01/01/2003,19.771529909,Australia
1,01/01/2003,9.869673109,Bangladesh
1,01/01/2003,29.384978157,China
1,01/01/2003,1.491623816,China Hong Kong SAR
1,01/01/2003,24.442733018,India
1,01/01/2003,34.013907921,Indonesia
1,01/01/2003,71.795551533,Japan
1,01/01/2003,26.024,Malaysia
1,01/01/2003,3.820333511,New Zealand
1,01/01/2003,21.969372535,Pakistan
1,01/01/2003,2.210265335,Philippines
1,01/01/2003,4.394833555,Singapore
1,01/01/2003,21.7746,South Korea
1,01/01/2003,0,Sri Lanka
1,01/01/2003,7.235390613,Taiwan
1,01/01/2003,24.438674912,Thailand
1,01/01/2003,1.96899828,Vietnam
1,01/01/2004,75.511414445,Canada
1,01/01/2004,41.291419103,Mexico
1,01/01/2004,519.886278332,US
1,01/01/2004,31.650150473,Argentina
1,01/01/2004,16.614345416,Brazil
1,01/01/2004,8.095458453,Chile
1,01/01/2004,5.274995736,Colombia
1,01/01/2004,0.462502057,Ecuador
1,01/01/2004,0.711736887,Peru
1,01/01/2004,11.428186675,Trinidad & Tobago
1,01/01/2004,27.110533104,Venezuela
1,01/01/2004,7.780940459,Austria
1,01/01/2004,14.779019776,Belgium
1,01/01/2004,2.252687016,Bulgaria
1,01/01/2004,2.44353683,Croatia
1,01/01/2004,0,Cyprus
1,01/01/2004,7.787897678,Czech Republic
1,01/01/2004,4.656087118,Denmark
1,01/01/2004,0.775246011,Estonia
1,01/01/2004,3.893379192,Finland
1,01/01/2004,40.148344798,France
1,01/01/2004,76.372360753,Germany
1,01/01/2004,2.223106638,Greece
1,01/01/2004,11.712238464,Hungary
1,01/01/2004,0,Iceland
1,01/01/2004,3.653,Ireland
1,01/01/2004,66.502,Italy
1,01/01/2004,1.424092238,Latvia
1,01/01/2004,2.3484,Lithuania
1,01/01/2004,1.195872743,Luxembourg
1,01/01/2004,36.696283558,Netherlands
1,01/01/2004,0.058469475,North Macedonia
1,01/01/2004,4.105,Norway
1,01/01/2004,11.880567498,Poland
1,01/01/2004,3.253099758,Portugal
1,01/01/2004,13.937317283,Romania
1,01/01/2004,5.498409286,Slovakia
1,01/01/2004,0.898547788,Slovenia
1,01/01/2004,25.166874096,Spain
1,01/01/2004,0.884393809,Sweden
1,01/01/2004,2.439595873,Switzerland
1,01/01/2004,18.20155632,Turkey
1,01/01/2004,61.602161365,Ukraine
1,01/01/2004,87.693815386,United Kingdom
1,01/01/2004,7.844188736,Azerbaijan
1,01/01/2004,15.936688539,Belarus
1,01/01/2004,5.409736457,Kazakhstan
1,01/01/2004,340.171132028,Russian Federation
1,01/01/2004,9.848452279,Turkmenistan
1,01/01/2004,,USSR
1,01/01/2004,39.567605331,Uzbekistan
1,01/01/2004,80.185743568,Iran
1,01/01/2004,0.816852966,Iraq
1,01/01/2004,0.979729149,Israel
1,01/01/2004,8.903697334,Kuwait
1,01/01/2004,7.411574368,Oman
1,01/01/2004,13.510248757,Qatar
1,01/01/2004,53.650902837,Saudi Arabia
1,01/01/2004,33.710017197,United Arab Emirates
1,01/01/2004,18.220050516,Algeria
1,01/01/2004,26.234952709,Egypt
1,01/01/2004,0.055888929,Morocco
1,01/01/2004,2.093105637,South Africa
1,01/01/2004,0.108060212,Eastern Africa
1,01/01/2004,20.166466846,Australia
1,01/01/2004,10.610689525,Bangladesh
1,01/01/2004,34.380025804,China
1,01/01/2004,2.154856341,China Hong Kong SAR
1,01/01/2004,26.370712382,India
1,01/01/2004,31.128275223,Indonesia
1,01/01/2004,69.307010835,Japan
1,01/01/2004,28.112,Malaysia
1,01/01/2004,3.485771933,New Zealand
1,01/01/2004,26.377123679,Pakistan
1,01/01/2004,2.041243811,Philippines
1,01/01/2004,5.320061672,Singapore
1,01/01/2004,25.5159,South Korea
1,01/01/2004,0,Sri Lanka
1,01/01/2004,8.801743802,Taiwan
1,01/01/2004,25.584726434,Thailand
1,01/01/2004,3.451762683,Vietnam
1,01/01/2005,74.415864144,Canada
1,01/01/2005,45.324450201,Mexico
1,01/01/2005,511.773846834,US
1,01/01/2005,33.782459157,Argentina
1,01/01/2005,17.306204379,Brazil
1,01/01/2005,7.831262013,Chile
1,01/01/2005,5.542858374,Colombia
1,01/01/2005,0.474866635,Ecuador
1,01/01/2005,1.255348341,Peru
1,01/01/2005,12.697780168,Trinidad & Tobago
1,01/01/2005,26.169466896,Venezuela
1,01/01/2005,8.192352909,Austria
1,01/01/2005,14.525773861,Belgium
1,01/01/2005,2.808598452,Bulgaria
1,01/01/2005,2.363060094,Croatia
1,01/01/2005,0,Cyprus
1,01/01/2005,7.703439381,Czech Republic
1,01/01/2005,4.471675173,Denmark
1,01/01/2005,0.799679946,Estonia
1,01/01/2005,3.562338779,Finland
1,01/01/2005,41.025429923,France
1,01/01/2005,77.627729316,Germany
1,01/01/2005,2.238392089,Greece
1,01/01/2005,12.093938091,Hungary
1,01/01/2005,0,Iceland
1,01/01/2005,3.477,Ireland
1,01/01/2005,71.169,Italy
1,01/01/2005,1.383403888,Latvia
1,01/01/2005,2.4769,Lithuania
1,01/01/2005,1.176272206,Luxembourg
1,01/01/2005,35.645361613,Netherlands
1,01/01/2005,0.062512,North Macedonia
1,01/01/2005,3.757455962,Norway
1,01/01/2005,12.23450129,Poland
1,01/01/2005,3.686827475,Portugal
1,01/01/2005,13.923194325,Romania
1,01/01/2005,5.902730009,Slovakia
1,01/01/2005,0.927294259,Slovenia
1,01/01/2005,29.83831074,Spain
1,01/01/2005,0.842626827,Sweden
1,01/01/2005,2.504514187,Switzerland
1,01/01/2005,22.118003009,Turkey
1,01/01/2005,62.090421561,Ukraine
1,01/01/2005,85.457069558,United Kingdom
1,01/01/2005,8.102507309,Azerbaijan
1,01/01/2005,16.339348059,Belarus
1,01/01/2005,7.135281488,Kazakhstan
1,01/01/2005,344.282916981,Russian Federation
1,01/01/2005,10.013972485,Turkmenistan
1,01/01/2005,,USSR
1,01/01/2005,40.345550301,Uzbekistan
1,01/01/2005,83.445316208,Iran
1,01/01/2005,1.184436801,Iraq
1,01/01/2005,1.350214961,Israel
1,01/01/2005,10.047291488,Kuwait
1,01/01/2005,9.267675234,Oman
1,01/01/2005,15.384788107,Qatar
1,01/01/2005,58.192605331,Saudi Arabia
1,01/01/2005,35.252579536,United Arab Emirates
1,01/01/2005,19.222689166,Algeria
1,01/01/2005,26.152192605,Egypt
1,01/01/2005,0.365646217,Morocco
1,01/01/2005,2.971190982,South Africa
1,01/01/2005,0.360918679,Eastern Africa
1,01/01/2005,19.999124933,Australia
1,01/01/2005,11.404434814,Bangladesh
1,01/01/2005,40.391322606,China
1,01/01/2005,2.159824675,China Hong Kong SAR
1,01/01/2005,29.514735598,India
1,01/01/2005,31.292831462,Indonesia
1,01/01/2005,71.133250071,Japan
1,01/01/2005,32.135,Malaysia
1,01/01/2005,3.220811674,New Zealand
1,01/01/2005,28.039715083,Pakistan
1,01/01/2005,2.703551741,Philippines
1,01/01/2005,5.318905137,Singapore
1,01/01/2005,27.3195,South Korea
1,01/01/2005,0,Sri Lanka
1,01/01/2005,8.873671971,Taiwan
1,01/01/2005,27.565942307,Thailand
1,01/01/2005,5.343594153,Vietnam
1,01/01/2006,73.299398108,Canada
1,01/01/2006,50.118902479,Mexico
1,01/01/2006,504.366093761,US
1,01/01/2006,34.953138435,Argentina
1,01/01/2006,18.202735773,Brazil
1,01/01/2006,7.247076404,Chile
1,01/01/2006,5.816579775,Colombia
1,01/01/2006,0.518866711,Ecuador
1,01/01/2006,1.469169566,Peru
1,01/01/2006,13.535879397,Trinidad & Tobago
1,01/01/2006,30.047308684,Venezuela
1,01/01/2006,7.698366968,Austria
1,01/01/2006,14.951762683,Belgium
1,01/01/2006,2.893981083,Bulgaria
1,01/01/2006,2.336992452,Croatia
1,01/01/2006,0,Cyprus
1,01/01/2006,7.593529665,Czech Republic
1,01/01/2006,4.555710024,Denmark
1,01/01/2006,0.809568167,Estonia
1,01/01/2006,3.807394669,Finland
1,01/01/2006,39.622141015,France
1,01/01/2006,79.111690876,Germany
1,01/01/2006,2.639122958,Greece
1,01/01/2006,11.456768893,Hungary
1,01/01/2006,0,Iceland
1,01/01/2006,3.947,Ireland
1,01/01/2006,69.698,Italy
1,01/01/2006,1.429788607,Latvia
1,01/01/2006,2.4545,Lithuania
1,01/01/2006,1.230379213,Luxembourg
1,01/01/2006,34.229005446,Netherlands
1,01/01/2006,0.066946,North Macedonia
1,01/01/2006,3.702042551,Norway
1,01/01/2006,12.373452279,Poland
1,01/01/2006,3.541219704,Portugal
1,01/01/2006,14.19866724,Romania
1,01/01/2006,5.377880482,Slovakia
1,01/01/2006,0.899203781,Slovenia
1,01/01/2006,31.227317208,Spain
1,01/01/2006,0.829772141,Sweden
1,01/01/2006,2.435296647,Switzerland
1,01/01/2006,25.10494196,Turkey
1,01/01/2006,60.218757477,Ukraine
1,01/01/2006,81.049215328,United Kingdom
1,01/01/2006,8.565434652,Azerbaijan
1,01/01/2006,16.676506272,Belarus
1,01/01/2006,7.564034564,Kazakhstan
1,01/01/2006,362.627803692,Russian Federation
1,01/01/2006,10.311908856,Turkmenistan
1,01/01/2006,,USSR
1,01/01/2006,37.233770421,Uzbekistan
1,01/01/2006,90.957867584,Iran
1,01/01/2006,1.184436801,Iraq
1,01/01/2006,1.885361135,Israel
1,01/01/2006,10.137145314,Kuwait
1,01/01/2006,10.348898681,Oman
1,01/01/2006,15.269910027,Qatar
1,01/01/2006,60.00683577,Saudi Arabia
1,01/01/2006,36.350816853,United Arab Emirates
1,01/01/2006,19.647248495,Algeria
1,01/01/2006,30.207437661,Egypt
1,01/01/2006,0.453742326,Morocco
1,01/01/2006,3.219837802,South Africa
1,01/01/2006,0.446555818,Eastern Africa
1,01/01/2006,22.307018992,Australia
1,01/01/2006,12.350273604,Bangladesh
1,01/01/2006,49.685087771,China
1,01/01/2006,2.369461973,China Hong Kong SAR
1,01/01/2006,30.848828461,India
1,01/01/2006,31.910027783,Indonesia
1,01/01/2006,76.139583245,Japan
1,01/01/2006,33.417,Malaysia
1,01/01/2006,3.263262257,New Zealand
1,01/01/2006,28.649594536,Pakistan
1,01/01/2006,2.531965752,Philippines
1,01/01/2006,7.007446451,Singapore
1,01/01/2006,28.8036,South Korea
1,01/01/2006,0,Sri Lanka
1,01/01/2006,9.518356535,Taiwan
1,01/01/2006,28.384550537,Thailand
1,01/01/2006,5.808254514,Vietnam
1,01/01/2007,78.162424764,Canada
1,01/01/2007,49.046758264,Mexico
1,01/01/2007,536.662346777,US
1,01/01/2007,36.725881341,Argentina
1,01/01/2007,18.74603303,Brazil
1,01/01/2007,4.2718,Chile
1,01/01/2007,6.157897019,Colombia
1,01/01/2007,0.470189909,Ecuador
1,01/01/2007,2.214272846,Peru
1,01/01/2007,14.177475084,Trinidad & Tobago
1,01/01/2007,32.043900367,Venezuela
1,01/01/2007,7.283659,Austria
1,01/01/2007,15.063650043,Belgium
1,01/01/2007,2.916509028,Bulgaria
1,01/01/2007,2.68529187,Croatia
1,01/01/2007,0,Cyprus
1,01/01/2007,7.238650043,Czech Republic
1,01/01/2007,4.083371714,Denmark
1,01/01/2007,0.80526894,Estonia
1,01/01/2007,3.521926053,Finland
1,01/01/2007,38.487467756,France
1,01/01/2007,76.213410022,Germany
1,01/01/2007,3.342030258,Greece
1,01/01/2007,10.704834241,Hungary
1,01/01/2007,0,Iceland
1,01/01/2007,4.285,Ireland
1,01/01/2007,70.039661175,Italy
1,01/01/2007,1.383403888,Latvia
1,01/01/2007,2.8921,Lithuania
1,01/01/2007,1.148455181,Luxembourg
1,01/01/2007,33.366771759,Netherlands
1,01/01/2007,0.08542,North Macedonia
1,01/01/2007,3.590271281,Norway
1,01/01/2007,12.376779402,Poland
1,01/01/2007,3.774192872,Portugal
1,01/01/2007,12.761994841,Romania
1,01/01/2007,5.089337919,Slovakia
1,01/01/2007,0.914434853,Slovenia
1,01/01/2007,31.7775339,Spain
1,01/01/2007,0.885060189,Sweden
1,01/01/2007,2.371238177,Switzerland
1,01/01/2007,29.140767412,Turkey
1,01/01/2007,56.800936107,Ukraine
1,01/01/2007,81.943692457,United Kingdom
1,01/01/2007,7.541538263,Azerbaijan
1,01/01/2007,16.742507214,Belarus
1,01/01/2007,9.150943032,Kazakhstan
1,01/01/2007,368.716408333,Russian Federation
1,01/01/2007,9.600171969,Turkmenistan
1,01/01/2007,,USSR
1,01/01/2007,40.271066208,Uzbekistan
1,01/01/2007,101.936563414,Iran
1,01/01/2007,3.906239897,Iraq
1,01/01/2007,2.255846948,Israel
1,01/01/2007,9.197764402,Kuwait
1,01/01/2007,10.470235992,Oman
1,01/01/2007,16.560013942,Qatar
1,01/01/2007,60.790197764,Saudi Arabia
1,01/01/2007,41.219462167,United Arab Emirates
1,01/01/2007,20.103767371,Algeria
1,01/01/2007,31.74677558,Egypt
1,01/01/2007,0.511847867,Morocco
1,01/01/2007,3.259561798,South Africa
1,01/01/2007,0.497784935,Eastern Africa
1,01/01/2007,24.952549867,Australia
1,01/01/2007,13.186905042,Bangladesh
1,01/01/2007,61.115992091,China
1,01/01/2007,2.2136106,China Hong Kong SAR
1,01/01/2007,33.370817561,India
1,01/01/2007,29.786794061,Indonesia
1,01/01/2007,82.02069139,Japan
1,01/01/2007,34.739,Malaysia
1,01/01/2007,3.608385934,New Zealand
1,01/01/2007,29.062988223,Pakistan
1,01/01/2007,3.035649895,Philippines
1,01/01/2007,7.007446451,Singapore
1,01/01/2007,31.1967,South Korea
1,01/01/2007,0,Sri Lanka
1,01/01/2007,10.098798034,Taiwan
1,01/01/2007,30.242515284,Thailand
1,01/01/2007,5.874634566,Vietnam
1,01/01/2008,76.815369733,Canada
1,01/01/2008,51.587771616,Mexico
1,01/01/2008,540.749077953,US
1,01/01/2008,37.135619089,Argentina
1,01/01/2008,22.064389908,Brazil
1,01/01/2008,2.3776,Chile
1,01/01/2008,6.255472445,Colombia
1,01/01/2008,0.42888348,Ecuador
1,01/01/2008,2.81116951,Peru
1,01/01/2008,13.571629858,Trinidad & Tobago
1,01/01/2008,30.008217638,Venezuela
1,01/01/2008,7.797553631,Austria
1,01/01/2008,14.96255374,Belgium
1,01/01/2008,2.916702494,Bulgaria
1,01/01/2008,2.602784943,Croatia
1,01/01/2008,0,Cyprus
1,01/01/2008,7.173538263,Czech Republic
1,01/01/2008,4.102846046,Denmark
1,01/01/2008,0.771711092,Estonia
1,01/01/2008,3.601079583,Finland
1,01/01/2008,39.88516767,France
1,01/01/2008,76.956689863,Germany
1,01/01/2008,3.484677772,Greece
1,01/01/2008,10.56083405,Hungary
1,01/01/2008,0,Iceland
1,01/01/2008,4.489,Ireland
1,01/01/2008,69.519789998,Italy
1,01/01/2008,1.354922043,Latvia
1,01/01/2008,2.596,Lithuania
1,01/01/2008,1.09322227,Luxembourg
1,01/01/2008,34.72819337,Netherlands
1,01/01/2008,0.097124,North Macedonia
1,01/01/2008,3.692972915,Norway
1,01/01/2008,13.451108245,Poland
1,01/01/2008,4.129274468,Portugal
1,01/01/2008,12.159458298,Romania
1,01/01/2008,5.166315563,Slovakia
1,01/01/2008,0.878243762,Slovenia
1,01/01/2008,34.902986508,Spain
1,01/01/2008,0.798473775,Sweden
1,01/01/2008,2.526440241,Switzerland
1,01/01/2008,30.351021066,Turkey
1,01/01/2008,53.952751632,Ukraine
1,01/01/2008,84.120830851,United Kingdom
1,01/01/2008,8.628181341,Azerbaijan
1,01/01/2008,17.14656176,Belarus
1,01/01/2008,9.097784877,Kazakhstan
1,01/01/2008,363.497604355,Russian Federation
1,01/01/2008,6.786328461,Turkmenistan
1,01/01/2008,,USSR
1,01/01/2008,37.945507309,Uzbekistan
1,01/01/2008,108.157107008,Iran
1,01/01/2008,5.55255804,Iraq
1,01/01/2008,3.103847807,Israel
1,01/01/2008,10.374032674,Kuwait
1,01/01/2008,11.488503353,Oman
1,01/01/2008,17.796886008,Qatar
1,01/01/2008,65.707652623,Saudi Arabia
1,01/01/2008,49.847046862,United Arab Emirates
1,01/01/2008,20.983824162,Algeria
1,01/01/2008,33.799226139,Egypt
1,01/01/2008,0.505463267,Morocco
1,01/01/2008,3.372244515,South Africa
1,01/01/2008,0.529222627,Eastern Africa
1,01/01/2008,24.535647405,Australia
1,01/01/2008,14.081186713,Bangladesh
1,01/01/2008,70.449618145,China
1,01/01/2008,2.560693336,China Hong Kong SAR
1,01/01/2008,34.383203787,India
1,01/01/2008,34.131285995,Indonesia
1,01/01/2008,85.210227573,Japan
1,01/01/2008,37.446,Malaysia
1,01/01/2008,3.335612098,New Zealand
1,01/01/2008,29.757189132,Pakistan
1,01/01/2008,3.195625854,Philippines
1,01/01/2008,7.492913644,Singapore
1,01/01/2008,32.1039,South Korea
1,01/01/2008,0,Sri Lanka
1,01/01/2008,10.976748748,Taiwan
1,01/01/2008,31.764166488,Thailand
1,01/01/2008,6.222300086,Vietnam
1,01/01/2009,74.433490972,Canada
1,01/01/2009,56.035082641,Mexico
1,01/01/2009,531.064586019,US
1,01/01/2009,35.972105135,Argentina
1,01/01/2009,17.771808942,Brazil
1,01/01/2009,2.4032,Chile
1,01/01/2009,7.204918063,Colombia
1,01/01/2009,0.505476294,Ecuador
1,01/01/2009,2.875035233,Peru
1,01/01/2009,13.844018807,Trinidad & Tobago
1,01/01/2009,29.421194515,Venezuela
1,01/01/2009,7.594078998,Austria
1,01/01/2009,15.110976629,Belgium
1,01/01/2009,2.086306965,Bulgaria
1,01/01/2009,2.403257858,Croatia
1,01/01/2009,0,Cyprus
1,01/01/2009,6.804256234,Czech Republic
1,01/01/2009,3.940492076,Denmark
1,01/01/2009,0.524123436,Estonia
1,01/01/2009,3.214101462,Finland
1,01/01/2009,38.461801376,France
1,01/01/2009,72.596837186,Germany
1,01/01/2009,2.926177371,Greece
1,01/01/2009,9.151882106,Hungary
1,01/01/2009,0,Iceland
1,01/01/2009,4.261,Ireland
1,01/01/2009,63.901598008,Italy
1,01/01/2009,1.242622198,Latvia
1,01/01/2009,2.1816,Lithuania
1,01/01/2009,1.112462425,Luxembourg
1,01/01/2009,35.561765549,Netherlands
1,01/01/2009,0.064351,North Macedonia
1,01/01/2009,3.528037833,Norway
1,01/01/2009,12.979172638,Poland
1,01/01/2009,4.100908125,Portugal
1,01/01/2009,10.580352537,Romania
1,01/01/2009,4.425408426,Slovakia
1,01/01/2009,0.831050553,Slovenia
1,01/01/2009,31.219021296,Spain
1,01/01/2009,0.982996561,Sweden
1,01/01/2009,2.424978504,Switzerland
1,01/01/2009,28.995866294,Turkey
1,01/01/2009,42.053850661,Ukraine
1,01/01/2009,78.438265177,United Kingdom
1,01/01/2009,7.367279794,Azerbaijan
1,01/01/2009,14.558883334,Belarus
1,01/01/2009,8.718590368,Kazakhstan
1,01/01/2009,342.037249814,Russian Federation
1,01/01/2009,14.714746346,Turkmenistan
1,01/01/2009,,USSR
1,01/01/2009,37.895851247,Uzbekistan
1,01/01/2009,115.902331857,Iran
1,01/01/2009,5.892287188,Iraq
1,01/01/2009,3.441401548,Israel
1,01/01/2009,10.185823732,Kuwait
1,01/01/2009,11.79502102,Oman
1,01/01/2009,18.289857542,Qatar
1,01/01/2009,64.082115219,Saudi Arabia
1,01/01/2009,49.516829536,United Arab Emirates
1,01/01/2009,22.538058899,Algeria
1,01/01/2009,35.206147893,Egypt
1,01/01/2009,0.555270724,Morocco
1,01/01/2009,2.858121557,South Africa
1,01/01/2009,0.625081509,Eastern Africa
1,01/01/2009,25.052823987,Australia
1,01/01/2009,16.119293475,Bangladesh
1,01/01/2009,77.578701617,China
1,01/01/2009,2.486898025,China Hong Kong SAR
1,01/01/2009,42.225352347,India
1,01/01/2009,36.200176288,Indonesia
1,01/01/2009,79.516788802,Japan
1,01/01/2009,34.413,Malaysia
1,01/01/2009,3.439208345,New Zealand
1,01/01/2009,29.838064539,Pakistan
1,01/01/2009,3.217936695,Philippines
1,01/01/2009,7.89393064,Singapore
1,01/01/2009,30.5172,South Korea
1,01/01/2009,0,Sri Lanka
1,01/01/2009,10.719497686,Taiwan
1,01/01/2009,32.781120582,Thailand
1,01/01/2009,6.646302666,Vietnam
1,01/01/2010,75.907910576,Canada
1,01/01/2010,56.788082569,Mexico
1,01/01/2010,557.346045451,US
1,01/01/2010,36.188664281,Argentina
1,01/01/2010,23.711762043,Brazil
1,01/01/2010,4.9353,Chile
1,01/01/2010,7.519464979,Colombia
1,01/01/2010,0.532160141,Ecuador
1,01/01/2010,4.176899484,Peru
1,01/01/2010,15.226224181,Trinidad & Tobago
1,01/01/2010,26.884623063,Venezuela
1,01/01/2010,8.265530616,Austria
1,01/01/2010,16.684436801,Belgium
1,01/01/2010,2.297742906,Bulgaria
1,01/01/2010,2.632344511,Croatia
1,01/01/2010,0,Cyprus
1,01/01/2010,8.069539983,Czech Republic
1,01/01/2010,4.457419198,Denmark
1,01/01/2010,0.56255374,Estonia
1,01/01/2010,3.551160791,Finland
1,01/01/2010,42.617755804,France
1,01/01/2010,75.727644024,Germany
1,01/01/2010,3.206845167,Greece
1,01/01/2010,9.815491545,Hungary
1,01/01/2010,0,Iceland
