Number of Records,Oil_Year,Oil_Value,Countries
1,01/01/2000,6.385752817,Azerbaijan
1,01/01/2000,7.894738344,Belarus
1,01/01/2000,7.284566136,Kazakhstan
1,01/01/2000,126.036640781,Russian Federation
1,01/01/2000,4.144544831,Turkmenistan
1,01/01/2000,,USSR
1,01/01/2000,7.203409764,Uzbekistan
1,01/01/2000,69.639623513,Iran
1,01/01/2000,22.472077923,Iraq
1,01/01/2000,13.824799423,Israel
1,01/01/2000,11.902562094,Kuwait
1,01/01/2000,3.254077912,Oman
1,01/01/2000,1.8431167,Qatar
1,01/01/2000,74.093690467,Saudi Arabia
1,01/01/2000,19.985271998,United Arab Emirates
1,01/01/2000,8.867797053,Algeria
1,01/01/2000,27.791805985,Egypt
1,01/01/2000,7.178210328,Morocco
1,01/01/2000,22.725563705,South Africa
1,01/01/2000,14.126579539,Eastern Africa
1,01/01/2000,40.21135066,Australia
1,01/01/2000,3.395333094,Bangladesh
1,01/01/2000,228.81659478,China
1,01/01/2000,10.222584145,China Hong Kong SAR
1,01/01/2000,109.614307245,India
1,01/01/2000,56.681261515,Indonesia
1,01/01/2000,266.081121565,Japan
1,01/01/2000,23.417233801,Malaysia
1,01/01/2000,6.415821844,New Zealand
1,01/01/2000,19.181619136,Pakistan
1,01/01/2000,17.077293995,Philippines
1,01/01/2000,36.605965678,Singapore
1,01/01/2000,107.97375031,South Korea
1,01/01/2000,3.504590424,Sri Lanka
1,01/01/2000,45.399635876,Taiwan
1,01/01/2000,36.23679187,Thailand
1,01/01/2000,8.534528279,Vietnam
1,01/01/2001,95.312832131,Canada
1,01/01/2001,89.665479694,Mexico
1,01/01/2001,918.116710733,US
1,01/01/2001,20.044222007,Argentina
1,01/01/2001,95.857347201,Brazil
1,01/01/2001,11.646133223,Chile
1,01/01/2001,10.660189548,Colombia
1,01/01/2001,6.825883372,Ecuador
1,01/01/2001,7.279243886,Peru
1,01/01/2001,1.649432547,Trinidad & Tobago
1,01/01/2001,27.680311662,Venezuela
1,01/01/2001,13.287050253,Austria
1,01/01/2001,32.444781769,Belgium
1,01/01/2001,4.648029376,Bulgaria
1,01/01/2001,4.119302451,Croatia
1,01/01/2001,2.578956387,Cyprus
1,01/01/2001,8.644498448,Czech Republic
1,01/01/2001,10.105406516,Denmark
1,01/01/2001,1.313184962,Estonia
1,01/01/2001,11.035528743,Finland
1,01/01/2001,98.814918577,France
1,01/01/2001,137.160850435,Germany
1,01/01/2001,21.019054291,Greece
1,01/01/2001,6.951035278,Hungary
1,01/01/2001,0.774536472,Iceland
1,01/01/2001,9.148761345,Ireland
1,01/01/2001,95.156765071,Italy
1,01/01/2001,1.518043995,Latvia
1,01/01/2001,2.778153315,Lithuania
1,01/01/2001,2.520290383,Luxembourg
1,01/01/2001,43.827911452,Netherlands
1,01/01/2001,0.793768057,North Macedonia
1,01/01/2001,10.373281327,Norway
1,01/01/2001,20.213211092,Poland
1,01/01/2001,16.2013451,Portugal
1,01/01/2001,10.67684936,Romania
1,01/01/2001,3.289777443,Slovakia
1,01/01/2001,2.525488007,Slovenia
1,01/01/2001,74.069393129,Spain
1,01/01/2001,16.802403358,Sweden
1,01/01/2001,13.645382703,Switzerland
1,01/01/2001,29.751017292,Turkey
1,01/01/2001,13.875005979,Ukraine
1,01/01/2001,81.899790443,United Kingdom
1,01/01/2001,4.0645177,Azerbaijan
1,01/01/2001,7.696426961,Belarus
1,01/01/2001,7.881778208,Kazakhstan
1,01/01/2001,129.786915178,Russian Federation
1,01/01/2001,3.957570722,Turkmenistan
1,01/01/2001,,USSR
1,01/01/2001,6.915644693,Uzbekistan
1,01/01/2001,70.262158819,Iran
1,01/01/2001,25.90249388,Iraq
1,01/01/2001,12.768561197,Israel
1,01/01/2001,12.291916749,Kuwait
1,01/01/2001,3.62922934,Oman
1,01/01/2001,2.25927035,Qatar
1,01/01/2001,78.435999436,Saudi Arabia
1,01/01/2001,19.765791201,United Arab Emirates
1,01/01/2001,9.18102613,Algeria
1,01/01/2001,26.710789529,Egypt
1,01/01/2001,7.191511847,Morocco
1,01/01/2001,23.214305875,South Africa
1,01/01/2001,14.890671915,Eastern Africa
1,01/01/2001,40.468359636,Australia
1,01/01/2001,4.055609176,Bangladesh
1,01/01/2001,233.957051448,China
1,01/01/2001,12.15263908,China Hong Kong SAR
1,01/01/2001,110.214418734,India
1,01/01/2001,57.46989601,Indonesia
1,01/01/2001,257.851673264,Japan
1,01/01/2001,24.426467607,Malaysia
1,01/01/2001,6.465668795,New Zealand
1,01/01/2001,18.806695471,Pakistan
1,01/01/2001,16.982835005,Philippines
1,01/01/2001,39.389670082,Singapore
1,01/01/2001,107.749365554,South Korea
1,01/01/2001,3.444587566,Sri Lanka
1,01/01/2001,46.943697251,Taiwan
1,01/01/2001,35.802960683,Thailand
1,01/01/2001,9.252525413,Vietnam
1,01/01/2002,97.976387243,Canada
1,01/01/2002,85.746016761,Mexico
1,01/01/2002,919.297729416,US
1,01/01/2002,18.475792419,Argentina
1,01/01/2002,94.751663801,Brazil
1,01/01/2002,12.154280052,Chile
1,01/01/2002,10.484154496,Colombia
1,01/01/2002,6.773611899,Ecuador
1,01/01/2002,7.23395407,Peru
1,01/01/2002,1.869894722,Trinidad & Tobago
1,01/01/2002,28.987712915,Venezuela
1,01/01/2002,13.567697549,Austria
1,01/01/2002,32.612642254,Belgium
1,01/01/2002,4.714888185,Bulgaria
1,01/01/2002,4.314884829,Croatia
1,01/01/2002,2.551523335,Cyprus
1,01/01/2002,8.392869901,Czech Republic
1,01/01/2002,9.779321319,Denmark
1,01/01/2002,1.440031432,Estonia
1,01/01/2002,11.432857659,Finland
1,01/01/2002,96.118645362,France
1,01/01/2002,132.795088779,Germany
1,01/01/2002,21.234282083,Greece
1,01/01/2002,6.684340953,Hungary
1,01/01/2002,0.805700392,Iceland
1,01/01/2002,8.968930305,Ireland
1,01/01/2002,95.189112114,Italy
1,01/01/2002,1.507242794,Latvia
1,01/01/2002,2.571979865,Lithuania
1,01/01/2002,2.568255459,Luxembourg
1,01/01/2002,44.028449523,Netherlands
1,01/01/2002,0.896320112,North Macedonia
1,01/01/2002,10.04232315,Norway
1,01/01/2002,20.601763068,Poland
1,01/01/2002,16.731567539,Portugal
1,01/01/2002,10.769357051,Romania
1,01/01/2002,3.630683362,Slovakia
1,01/01/2002,2.453241842,Slovenia
1,01/01/2002,74.746141628,Spain
1,01/01/2002,17.062925377,Sweden
1,01/01/2002,12.933777682,Switzerland
1,01/01/2002,31.808094344,Turkey
1,01/01/2002,13.714785145,Ukraine
1,01/01/2002,81.352447315,United Kingdom
1,01/01/2002,3.742000525,Azerbaijan
1,01/01/2002,7.999291583,Belarus
1,01/01/2002,7.826517722,Kazakhstan
1,01/01/2002,125.211859046,Russian Federation
1,01/01/2002,4.520840642,Turkmenistan
1,01/01/2002,,USSR
1,01/01/2002,6.799188211,Uzbekistan
1,01/01/2002,70.685461029,Iran
1,01/01/2002,24.434763784,Iraq
1,01/01/2002,12.642632655,Israel
1,01/01/2002,13.308998735,Kuwait
1,01/01/2002,4.244222624,Oman
1,01/01/2002,2.874932359,Qatar
1,01/01/2002,81.050172712,Saudi Arabia
1,01/01/2002,20.550060022,United Arab Emirates
1,01/01/2002,10.180329297,Algeria
1,01/01/2002,25.895358364,Egypt
1,01/01/2002,7.483783892,Morocco
1,01/01/2002,23.812736695,South Africa
1,01/01/2002,15.07809106,Eastern Africa
1,01/01/2002,40.335416795,Australia
1,01/01/2002,4.072606447,Bangladesh
1,01/01/2002,252.661462923,China
1,01/01/2002,13.281718114,China Hong Kong SAR
1,01/01/2002,117.499037186,India
1,01/01/2002,59.562220342,Indonesia
1,01/01/2002,253.707485178,Japan
1,01/01/2002,27.30256436,Malaysia
1,01/01/2002,6.69590236,New Zealand
1,01/01/2002,18.331556272,Pakistan
1,01/01/2002,16.100077982,Philippines
1,01/01/2002,38.319727214,Singapore
1,01/01/2002,109.779812625,South Korea
1,01/01/2002,3.629576228,Sri Lanka
1,01/01/2002,47.100407247,Taiwan
1,01/01/2002,39.770598405,Thailand
1,01/01/2002,10.162242644,Vietnam
1,01/01/2003,101.37233417,Canada
1,01/01/2003,87.996784634,Mexico
1,01/01/2003,934.722229068,US
1,01/01/2003,19.01495204,Argentina
1,01/01/2003,91.824305065,Brazil
1,01/01/2003,11.738422743,Chile
1,01/01/2003,10.908458257,Colombia
1,01/01/2003,6.911350554,Ecuador
1,01/01/2003,6.835784537,Peru
1,01/01/2003,1.783970922,Trinidad & Tobago
1,01/01/2003,24.703708666,Venezuela
1,01/01/2003,14.680139534,Austria
1,01/01/2003,34.397361772,Belgium
1,01/01/2003,4.889722658,Bulgaria
1,01/01/2003,4.775036472,Croatia
1,01/01/2003,2.71509721,Cyprus
1,01/01/2003,8.973051806,Czech Republic
1,01/01/2003,9.457292658,Denmark
1,01/01/2003,1.391134972,Estonia
1,01/01/2003,11.843754051,Finland
1,01/01/2003,96.249249546,France
1,01/01/2003,130.456788526,Germany
1,01/01/2003,22.094024081,Greece
1,01/01/2003,6.381065539,Hungary
1,01/01/2003,0.806615219,Iceland
1,01/01/2003,8.725863237,Ireland
1,01/01/2003,94.401640203,Italy
1,01/01/2003,1.508517808,Latvia
1,01/01/2003,2.463097306,Lithuania
1,01/01/2003,2.757252834,Luxembourg
1,01/01/2003,44.093584928,Netherlands
1,01/01/2003,0.867274563,North Macedonia
1,01/01/2003,10.366223318,Norway
1,01/01/2003,20.972546627,Poland
1,01/01/2003,15.687897939,Portugal
1,01/01/2003,9.56228019,Romania
1,01/01/2003,3.425630458,Slovakia
1,01/01/2003,2.485908054,Slovenia
1,01/01/2003,77.062162886,Spain
1,01/01/2003,18.282699169,Sweden
1,01/01/2003,12.5870696,Switzerland
1,01/01/2003,31.34826316,Turkey
1,01/01/2003,14.109757975,Ukraine
1,01/01/2003,81.998653266,United Kingdom
1,01/01/2003,4.350790556,Azerbaijan
1,01/01/2003,8.166068453,Belarus
1,01/01/2003,8.294590403,Kazakhstan
1,01/01/2003,129.7665841,Russian Federation
1,01/01/2003,5.153561837,Turkmenistan
1,01/01/2003,,USSR
1,01/01/2003,7.377405871,Uzbekistan
1,01/01/2003,71.53557788,Iran
1,01/01/2003,23.00412975,Iraq
1,01/01/2003,12.928894662,Israel
1,01/01/2003,15.841950081,Kuwait
1,01/01/2003,4.069993566,Oman
1,01/01/2003,3.060373149,Qatar
1,01/01/2003,85.85232151,Saudi Arabia
1,01/01/2003,22.72015181,United Arab Emirates
1,01/01/2003,10.591067761,Algeria
1,01/01/2003,26.605846924,Egypt
1,01/01/2003,7.487886238,Morocco
1,01/01/2003,24.670951637,South Africa
1,01/01/2003,15.15929409,Eastern Africa
1,01/01/2003,40.309047152,Australia
1,01/01/2003,4.221532671,Bangladesh
1,01/01/2003,281.314347122,China
1,01/01/2003,13.365656038,China Hong Kong SAR
1,01/01/2003,120.569584595,India
1,01/01/2003,60.381158178,Indonesia
1,01/01/2003,259.562831905,Japan
1,01/01/2003,28.784241795,Malaysia
1,01/01/2003,7.074793415,New Zealand
1,01/01/2003,16.27163115,Pakistan
1,01/01/2003,16.01982338,Philippines
1,01/01/2003,35.622436682,Singapore
1,01/01/2003,110.838614192,South Korea
1,01/01/2003,3.607264451,Sri Lanka
1,01/01/2003,49.022052049,Taiwan
1,01/01/2003,44.155531072,Thailand
1,01/01/2003,10.837187767,Vietnam
1,01/01/2004,105.027525496,Canada
1,01/01/2004,91.57250868,Mexico
1,01/01/2004,970.133428875,US
1,01/01/2004,20.00406573,Argentina
1,01/01/2004,95.376666548,Brazil
1,01/01/2004,12.445607352,Chile
1,01/01/2004,10.902231598,Colombia
1,01/01/2004,7.505397232,Ecuador
1,01/01/2004,7.57733201,Peru
1,01/01/2004,1.957374243,Trinidad & Tobago
1,01/01/2004,26.790794114,Venezuela
1,01/01/2004,14.287352393,Austria
1,01/01/2004,34.783700621,Belgium
1,01/01/2004,4.777903577,Bulgaria
1,01/01/2004,4.480088098,Croatia
1,01/01/2004,2.640968878,Cyprus
1,01/01/2004,9.84580042,Czech Republic
1,01/01/2004,9.290110753,Denmark
1,01/01/2004,1.42639314,Estonia
1,01/01/2004,11.049236972,Finland
1,01/01/2004,97.137639639,France
1,01/01/2004,129.268052068,Germany
1,01/01/2004,21.725582642,Greece
1,01/01/2004,6.586431905,Hungary
1,01/01/2004,0.842970264,Iceland
1,01/01/2004,9.053305675,Ireland
1,01/01/2004,92.030511751,Italy
1,01/01/2004,1.636082458,Latvia
1,01/01/2004,2.640585122,Lithuania
1,01/01/2004,3.127376179,Luxembourg
1,01/01/2004,46.123943411,Netherlands
1,01/01/2004,0.883604008,North Macedonia
1,01/01/2004,10.145593479,Norway
1,01/01/2004,22.383420097,Poland
1,01/01/2004,15.921611369,Portugal
1,01/01/2004,10.958959516,Romania
1,01/01/2004,3.269649613,Slovakia
1,01/01/2004,2.567321923,Slovenia
1,01/01/2004,79.264114744,Spain
1,01/01/2004,17.505726669,Sweden
1,01/01/2004,12.525925265,Switzerland
1,01/01/2004,32.052552259,Turkey
1,01/01/2004,14.896596102,Ukraine
1,01/01/2004,84.192063656,United Kingdom
1,01/01/2004,4.692442295,Azerbaijan
1,01/01/2004,8.152711235,Belarus
1,01/01/2004,9.370551734,Kazakhstan
1,01/01/2004,127.928671661,Russian Federation
1,01/01/2004,5.147040293,Turkmenistan
1,01/01/2004,,USSR
1,01/01/2004,7.518085101,Uzbekistan
1,01/01/2004,73.684169347,Iran
1,01/01/2004,24.947851178,Iraq
1,01/01/2004,12.133605579,Israel
1,01/01/2004,17.994840597,Kuwait
1,01/01/2004,3.975647235,Oman
1,01/01/2004,3.254148323,Qatar
1,01/01/2004,92.721307304,Saudi Arabia
1,01/01/2004,24.535953807,United Arab Emirates
1,01/01/2004,11.070234762,Algeria
1,01/01/2004,27.504026154,Egypt
1,01/01/2004,8.651397217,Morocco
1,01/01/2004,25.596936783,South Africa
1,01/01/2004,16.532691798,Eastern Africa
1,01/01/2004,41.451356361,Australia
1,01/01/2004,3.983613285,Bangladesh
1,01/01/2004,328.483266288,China
1,01/01/2004,15.740289505,China Hong Kong SAR
1,01/01/2004,123.788105557,India
1,01/01/2004,64.348782964,Indonesia
1,01/01/2004,252.879353036,Japan
1,01/01/2004,29.292375254,Malaysia
1,01/01/2004,7.111505217,New Zealand
1,01/01/2004,16.453724658,Pakistan
1,01/01/2004,16.484849494,Philippines
1,01/01/2004,39.492325189,Singapore
1,01/01/2004,109.03793746,South Korea
1,01/01/2004,3.588660822,Sri Lanka
1,01/01/2004,51.259100567,Taiwan
1,01/01/2004,47.722394584,Thailand
1,01/01/2004,12.915110027,Vietnam
1,01/01/2005,104.106184219,Canada
1,01/01/2005,93.790610849,Mexico
1,01/01/2005,972.722363004,US
1,01/01/2005,21.262840639,Argentina
1,01/01/2005,97.778959266,Brazil
1,01/01/2005,12.91298613,Chile
1,01/01/2005,11.318713062,Colombia
1,01/01/2005,8.180685185,Ecuador
1,01/01/2005,7.504376903,Peru
1,01/01/2005,1.729117554,Trinidad & Tobago
1,01/01/2005,29.227283978,Venezuela
1,01/01/2005,14.299566637,Austria
1,01/01/2005,34.845248803,Belgium
1,01/01/2005,5.215265755,Bulgaria
1,01/01/2005,4.611565616,Croatia
1,01/01/2005,2.964611254,Cyprus
1,01/01/2005,10.248775437,Czech Republic
1,01/01/2005,9.378413712,Denmark
1,01/01/2005,1.439405584,Estonia
1,01/01/2005,11.429487056,Finland
1,01/01/2005,96.09467997,France
1,01/01/2005,127.628280071,Germany
1,01/01/2005,21.925883091,Greece
1,01/01/2005,7.634782579,Hungary
1,01/01/2005,0.853998471,Iceland
1,01/01/2005,9.529198815,Ireland
1,01/01/2005,89.013297841,Italy
1,01/01/2005,1.729659313,Latvia
1,01/01/2005,2.821326617,Lithuania
1,01/01/2005,3.212094447,Luxembourg
1,01/01/2005,48.961556924,Netherlands
1,01/01/2005,0.909851535,North Macedonia
1,01/01/2005,10.113050886,Norway
1,01/01/2005,23.200225477,Poland
1,01/01/2005,16.438856409,Portugal
1,01/01/2005,10.597008909,Romania
1,01/01/2005,3.928426794,Slovakia
1,01/01/2005,2.607282944,Slovenia
1,01/01/2005,80.139271133,Spain
1,01/01/2005,17.644740681,Sweden
1,01/01/2005,12.751717921,Switzerland
1,01/01/2005,31.643892089,Turkey
1,01/01/2005,14.179006706,Ukraine
1,01/01/2005,87.123740289,United Kingdom
1,01/01/2005,5.485684556,Azerbaijan
1,01/01/2005,7.59631241,Belarus
1,01/01/2005,9.609062125,Kazakhstan
1,01/01/2005,128.513361541,Russian Federation
1,01/01/2005,5.170170703,Turkmenistan
1,01/01/2005,,USSR
1,01/01/2005,5.231891301,Uzbekistan
1,01/01/2005,81.125356683,Iran
1,01/01/2005,23.667715777,Iraq
1,01/01/2005,12.494068545,Israel
1,01/01/2005,19.733264681,Kuwait
1,01/01/2005,4.431618294,Oman
1,01/01/2005,3.909237971,Qatar
1,01/01/2005,97.799180772,Saudi Arabia
1,01/01/2005,25.499443226,United Arab Emirates
1,01/01/2005,11.540273852,Algeria
1,01/01/2005,30.517899643,Egypt
1,01/01/2005,9.401053269,Morocco
1,01/01/2005,25.691951113,South Africa
1,01/01/2005,17.287683435,Eastern Africa
1,01/01/2005,41.313973234,Australia
1,01/01/2005,4.008843991,Bangladesh
1,01/01/2005,334.325644421,China
1,01/01/2005,14.196861016,China Hong Kong SAR
1,01/01/2005,126.067754712,India
1,01/01/2005,63.852234,Indonesia
1,01/01/2005,256.262091023,Japan
1,01/01/2005,29.295598902,Malaysia
1,01/01/2005,7.29342736,New Zealand
1,01/01/2005,15.640125693,Pakistan
1,01/01/2005,15.320803733,Philippines
1,01/01/2005,41.767443556,Singapore
1,01/01/2005,109.242500831,South Korea
1,01/01/2005,4.074346826,Sri Lanka
1,01/01/2005,50.856048141,Taiwan
1,01/01/2005,47.796422337,Thailand
1,01/01/2005,12.638004613,Vietnam
1,01/01/2006,103.487109547,Canada
1,01/01/2006,92.832567127,Mexico
1,01/01/2006,963.781039495,US
1,01/01/2006,22.352549416,Argentina
1,01/01/2006,99.045108251,Brazil
1,01/01/2006,14.350639504,Chile
1,01/01/2006,11.176734929,Colombia
1,01/01/2006,8.670447215,Ecuador
1,01/01/2006,7.197334451,Peru
1,01/01/2006,1.890473763,Trinidad & Tobago
1,01/01/2006,32.440275737,Venezuela
1,01/01/2006,14.53712466,Austria
1,01/01/2006,34.800988667,Belgium
1,01/01/2006,5.37475015,Bulgaria
1,01/01/2006,4.683753795,Croatia
1,01/01/2006,2.928342171,Cyprus
1,01/01/2006,10.125881461,Czech Republic
1,01/01/2006,9.560502924,Denmark
1,01/01/2006,1.505180926,Estonia
1,01/01/2006,11.035907308,Finland
1,01/01/2006,95.98334615,France
1,01/01/2006,128.668505685,Germany
1,01/01/2006,23.131261215,Greece
1,01/01/2006,8.069141827,Hungary
1,01/01/2006,0.897093341,Iceland
1,01/01/2006,9.519007906,Ireland
1,01/01/2006,88.965591836,Italy
1,01/01/2006,1.631654047,Latvia
1,01/01/2006,2.85946955,Lithuania
1,01/01/2006,3.054370593,Luxembourg
1,01/01/2006,48.800484468,Netherlands
1,01/01/2006,0.95691794,North Macedonia
1,01/01/2006,10.345196117,Norway
1,01/01/2006,25.201439863,Poland
1,01/01/2006,14.626905026,Portugal
1,01/01/2006,10.456954476,Romania
1,01/01/2006,3.533254968,Slovakia
1,01/01/2006,2.735664368,Slovenia
1,01/01/2006,80.668714353,Spain
1,01/01/2006,17.767316823,Sweden
1,01/01/2006,13.069188771,Switzerland
1,01/01/2006,32.921175552,Turkey
1,01/01/2006,14.802227838,Ukraine
1,01/01/2006,86.732964845,United Kingdom
1,01/01/2006,4.910797934,Azerbaijan
1,01/01/2006,8.862927439,Belarus
1,01/01/2006,11.00363869,Kazakhstan
1,01/01/2006,134.198612405,Russian Federation
1,01/01/2006,5.032360729,Turkmenistan
1,01/01/2006,,USSR
1,01/01/2006,5.226405966,Uzbekistan
1,01/01/2006,88.453563843,Iran
1,01/01/2006,24.21049521,Iraq
1,01/01/2006,12.031587399,Israel
1,01/01/2006,17.999996889,Kuwait
1,01/01/2006,4.61502471,Oman
1,01/01/2006,5.057032769,Qatar
1,01/01/2006,101.955869961,Saudi Arabia
1,01/01/2006,27.434612114,United Arab Emirates
1,01/01/2006,12.024567562,Algeria
1,01/01/2006,29.427520634,Egypt
1,01/01/2006,9.533364519,Morocco
1,01/01/2006,26.153220975,South Africa
1,01/01/2006,18.2896552,Eastern Africa
1,01/01/2006,44.670574742,Australia
1,01/01/2006,4.051845314,Bangladesh
1,01/01/2006,359.215959798,China
1,01/01/2006,15.344754059,China Hong Kong SAR
1,01/01/2006,132.441218109,India
1,01/01/2006,60.753899344,Indonesia
1,01/01/2006,246.918706989,Japan
1,01/01/2006,30.271773827,Malaysia
1,01/01/2006,7.393874623,New Zealand
1,01/01/2006,17.965400449,Pakistan
1,01/01/2006,13.782544445,Philippines
1,01/01/2006,44.820798755,Singapore
1,01/01/2006,109.346266338,South Korea
1,01/01/2006,4.251296793,Sri Lanka
1,01/01/2006,50.761912304,Taiwan
1,01/01/2006,45.835011918,Thailand
1,01/01/2006,12.405053959,Vietnam
1,01/01/2007,106.70424034,Canada
1,01/01/2007,96.43479854,Mexico
1,01/01/2007,960.986933523,US
1,01/01/2007,24.828795735,Argentina
1,01/01/2007,105.27674606,Brazil
1,01/01/2007,18.469088585,Chile
1,01/01/2007,11.082018159,Colombia
1,01/01/2007,8.813668705,Ecuador
1,01/01/2007,7.578947754,Peru
1,01/01/2007,2.151089218,Trinidad & Tobago
1,01/01/2007,30.790842956,Venezuela
1,01/01/2007,13.757676214,Austria
1,01/01/2007,35.195207735,Belgium
1,01/01/2007,5.270764435,Bulgaria
1,01/01/2007,4.798477427,Croatia
1,01/01/2007,2.980161412,Cyprus
1,01/01/2007,10.055486768,Czech Republic
1,01/01/2007,9.6208965,Denmark
1,01/01/2007,1.60857901,Estonia
1,01/01/2007,11.158918723,Finland
1,01/01/2007,94.466623961,France
1,01/01/2007,117.243061574,Germany
1,01/01/2007,23.3825112,Greece
1,01/01/2007,8.067180209,Hungary
1,01/01/2007,0.884720813,Iceland
1,01/01/2007,9.680245438,Ireland
1,01/01/2007,86.210472153,Italy
1,01/01/2007,1.75787304,Latvia
1,01/01/2007,2.85943045,Lithuania
1,01/01/2007,3.016960773,Luxembourg
1,01/01/2007,50.505066125,Netherlands
1,01/01/2007,1.038142313,North Macedonia
1,01/01/2007,10.312911859,Norway
1,01/01/2007,26.098576985,Poland
1,01/01/2007,14.905300696,Portugal
1,01/01/2007,10.5297168,Romania
1,01/01/2007,3.755165377,Slovakia
1,01/01/2007,2.709079415,Slovenia
1,01/01/2007,81.189701319,Spain
1,01/01/2007,17.454603887,Sweden
1,01/01/2007,11.789078803,Switzerland
1,01/01/2007,33.508597569,Turkey
1,01/01/2007,15.02128308,Ukraine
1,01/01/2007,84.33806824,United Kingdom
1,01/01/2007,4.630684394,Azerbaijan
1,01/01/2007,8.099376063,Belarus
1,01/01/2007,11.928886321,Kazakhstan
1,01/01/2007,134.029602755,Russian Federation
1,01/01/2007,5.289211856,Turkmenistan
1,01/01/2007,,USSR
1,01/01/2007,4.750048175,Uzbekistan
1,01/01/2007,90.586728748,Iran
1,01/01/2007,23.19734039,Iraq
1,01/01/2007,12.682751845,Israel
1,01/01/2007,18.139244678,Kuwait
1,01/01/2007,4.451229142,Oman
1,01/01/2007,5.668432368,Qatar
1,01/01/2007,108.183216709,Saudi Arabia
1,01/01/2007,29.310695997,United Arab Emirates
1,01/01/2007,13.447119215,Algeria
1,01/01/2007,31.385511284,Egypt
1,01/01/2007,9.967071639,Morocco
1,01/01/2007,26.70135742,South Africa
1,01/01/2007,18.784775434,Eastern Africa
1,01/01/2007,44.467683149,Australia
1,01/01/2007,3.831424632,Bangladesh
1,01/01/2007,376.99743282,China
1,01/01/2007,16.446231183,China Hong Kong SAR
1,01/01/2007,142.379950302,India
1,01/01/2007,64.25482387,Indonesia
1,01/01/2007,239.331203506,Japan
1,01/01/2007,32.279862263,Malaysia
1,01/01/2007,7.44345287,New Zealand
1,01/01/2007,19.545629366,Pakistan
1,01/01/2007,14.353779718,Philippines
1,01/01/2007,48.641828604,Singapore
1,01/01/2007,112.649409538,South Korea
1,01/01/2007,4.514026658,Sri Lanka
1,01/01/2007,53.013454132,Taiwan
1,01/01/2007,47.608724232,Thailand
1,01/01/2007,13.82780705,Vietnam
1,01/01/2008,105.672417605,Canada
1,01/01/2008,96.19889666,Mexico
1,01/01/2008,903.43936032,US
1,01/01/2008,25.533547149,Argentina
1,01/01/2008,112.625307607,Brazil
1,01/01/2008,19.181614035,Chile
1,01/01/2008,11.996840254,Colombia
1,01/01/2008,9.079973187,Ecuador
1,01/01/2008,8.442535753,Peru
1,01/01/2008,2.289302009,Trinidad & Tobago
1,01/01/2008,34.855132784,Venezuela
1,01/01/2008,13.723527359,Austria
1,01/01/2008,36.859195347,Belgium
1,01/01/2008,5.07688989,Bulgaria
1,01/01/2008,4.551391786,Croatia
1,01/01/2008,3.0589181,Cyprus
1,01/01/2008,10.225912439,Czech Republic
1,01/01/2008,9.432337319,Denmark
1,01/01/2008,1.535061288,Estonia
1,01/01/2008,10.980028533,Finland
1,01/01/2008,93.77065117,France
1,01/01/2008,123.69122067,Germany
1,01/01/2008,22.203151382,Greece
1,01/01/2008,7.834627998,Hungary
1,01/01/2008,0.819567784,Iceland
1,01/01/2008,9.286119518,Ireland
1,01/01/2008,82.523695185,Italy
1,01/01/2008,1.737187298,Latvia
1,01/01/2008,3.118174981,Lithuania
1,01/01/2008,3.040065654,Luxembourg
1,01/01/2008,48.000364952,Netherlands
1,01/01/2008,0.937509393,North Macedonia
1,01/01/2008,10.227689874,Norway
1,01/01/2008,27.201396046,Poland
1,01/01/2008,14.41405113,Portugal
1,01/01/2008,10.548446737,Romania
1,01/01/2008,4.059298127,Slovakia
1,01/01/2008,3.151429389,Slovenia
1,01/01/2008,78.650156185,Spain
1,01/01/2008,16.554946422,Sweden
1,01/01/2008,12.571032085,Switzerland
1,01/01/2008,33.058235359,Turkey
1,01/01/2008,14.747184487,Ukraine
1,01/01/2008,83.396077827,United Kingdom
1,01/01/2008,3.702123483,Azerbaijan
1,01/01/2008,8.039698911,Belarus
1,01/01/2008,11.859876937,Kazakhstan
1,01/01/2008,138.05044826,Russian Federation
1,01/01/2008,5.427497229,Turkmenistan
1,01/01/2008,,USSR
1,01/01/2008,4.654014211,Uzbekistan
1,01/01/2008,94.705692845,Iran
1,01/01/2008,22.967928383,Iraq
1,01/01/2008,12.324825883,Israel
1,01/01/2008,19.362105834,Kuwait
1,01/01/2008,6.032434259,Oman
1,01/01/2008,6.784970656,Qatar
1,01/01/2008,118.550418608,Saudi Arabia
1,01/01/2008,30.792854973,United Arab Emirates
1,01/01/2008,14.610137265,Algeria
1,01/01/2008,33.575602353,Egypt
1,01/01/2008,10.987401306,Morocco
1,01/01/2008,25.347269356,South Africa
1,01/01/2008,19.278253845,Eastern Africa
1,01/01/2008,45.175427752,Australia
1,01/01/2008,3.892745635,Bangladesh
1,01/01/2008,384.72017388,China
1,01/01/2008,14.905287108,China Hong Kong SAR
1,01/01/2008,149.332353541,India
1,01/01/2008,62.600413767,Indonesia
1,01/01/2008,232.360718164,Japan
1,01/01/2008,30.960712798,Malaysia
1,01/01/2008,7.515535177,New Zealand
1,01/01/2008,19.837457378,Pakistan
1,01/01/2008,13.766505754,Philippines
1,01/01/2008,51.715572413,Singapore
1,01/01/2008,108.130864698,South Korea
1,01/01/2008,4.102092829,Sri Lanka
1,01/01/2008,47.800612108,Taiwan
1,01/01/2008,46.429302292,Thailand
